Semana,Almacen,Producto,Cantidad
2024-04-29 00:00:00,ALM,CA161613,1.0
2024-04-29 00:00:00,011,CA161613,1.0
2024-05-13 00:00:00,025,CA161613,1.0
2024-05-27 00:00:00,ALM,CA161613,8.0
2024-06-03 00:00:00,011,CA161613,1.0
2024-06-17 00:00:00,011,CA161613,1.0
2022-01-03 00:00:00,007,CA161614,1.0
2022-01-03 00:00:00,007,CA161614,1.0
2022-01-24 00:00:00,019,CA161614,1.0
2022-01-31 00:00:00,019,CA161614,5.0
2022-02-28 00:00:00,007,CA161614,2.0
2022-03-07 00:00:00,007,CA161614,1.0
2022-04-11 00:00:00,007,CA161614,1.0
2022-05-23 00:00:00,010,CA161614,2.0
2022-05-30 00:00:00,010,CA161614,1.0
2022-06-13 00:00:00,010,CA161614,2.0
2023-04-10 00:00:00,007,CA161614,1.0
2023-06-12 00:00:00,010,CA161614,1.0
2023-09-25 00:00:00,010,CA161614,1.0
2023-12-18 00:00:00,010,CA161614,1.0
2022-01-03 00:00:00,202,CA161616,1.0
2022-01-03 00:00:00,032,CA161616,2.0
2022-01-10 00:00:00,032,CA161616,2.0
2022-01-10 00:00:00,023,CA161616,1.0
2022-01-10 00:00:00,011,CA161616,1.0
2022-01-10 00:00:00,032,CA161616,1.0
2022-01-10 00:00:00,023,CA161616,2.0
2022-01-17 00:00:00,011,CA161616,1.0
2022-01-17 00:00:00,023,CA161616,2.0
2022-01-24 00:00:00,011,CA161616,1.0
2022-01-24 00:00:00,003,CA161616,1.0
2022-01-24 00:00:00,202,CA161616,2.0
2022-01-24 00:00:00,010,CA161616,1.0
2022-01-24 00:00:00,011,CA161616,2.0
2022-01-31 00:00:00,019,CA161616,5.0
2022-01-31 00:00:00,010,CA161616,2.0
2022-01-31 00:00:00,026,CA161616,1.0
2022-02-07 00:00:00,ALM,CA161616,50.0
2022-02-07 00:00:00,032,CA161616,5.0
2022-02-07 00:00:00,032,CA161616,2.0
2022-02-14 00:00:00,026,CA161616,2.0
2022-02-14 00:00:00,010,CA161616,1.0
2022-02-14 00:00:00,202,CA161616,1.0
2022-02-21 00:00:00,003,CA161616,1.0
2022-02-28 00:00:00,032,CA161616,2.0
2022-02-28 00:00:00,202,CA161616,6.0
2022-02-28 00:00:00,alm,CA161616,1.0
2022-02-28 00:00:00,011,CA161616,2.0
2022-02-28 00:00:00,010,CA161616,3.0
2022-03-07 00:00:00,026,CA161616,3.0
2022-03-07 00:00:00,ALM,CA161616,30.0
2022-03-07 00:00:00,018,CA161616,1.0
2022-03-14 00:00:00,018,CA161616,1.0
2022-03-14 00:00:00,003,CA161616,1.0
2022-03-14 00:00:00,026,CA161616,1.0
2022-03-21 00:00:00,007,CA161616,1.0
2022-03-21 00:00:00,032,CA161616,1.0
2022-03-28 00:00:00,025,CA161616,5.0
2022-03-28 00:00:00,023,CA161616,2.0
2022-03-28 00:00:00,026,CA161616,1.0
2022-03-28 00:00:00,032,CA161616,1.0
2022-04-04 00:00:00,011,CA161616,1.0
2022-04-04 00:00:00,026,CA161616,2.0
2022-04-04 00:00:00,003,CA161616,3.0
2022-04-11 00:00:00,026,CA161616,1.0
2022-04-11 00:00:00,026,CA161616,2.0
2022-04-18 00:00:00,ALM,CA161616,201.0
2022-04-18 00:00:00,032,CA161616,1.0
2022-04-25 00:00:00,032,CA161616,2.0
2022-05-02 00:00:00,ALM,CA161616,20.0
2022-05-02 00:00:00,ALM,CA161616,10.0
2022-05-09 00:00:00,011,CA161616,26.0
2022-05-09 00:00:00,alm,CA161616,1.0
2022-05-09 00:00:00,023,CA161616,1.0
2022-05-16 00:00:00,011,CA161616,1.0
2022-05-16 00:00:00,023,CA161616,1.0
2022-05-23 00:00:00,011,CA161616,3.0
2022-05-23 00:00:00,010,CA161616,1.0
2022-05-23 00:00:00,ALM,CA161616,60.0
2022-05-23 00:00:00,025,CA161616,1.0
2022-05-23 00:00:00,025,CA161616,1.0
2022-05-30 00:00:00,ALM,CA161616,10.0
2022-06-06 00:00:00,026,CA161616,2.0
2022-06-06 00:00:00,ALM,CA161616,10.0
2022-06-06 00:00:00,alm,CA161616,1.0
2022-06-13 00:00:00,011,CA161616,1.0
2022-06-13 00:00:00,025,CA161616,1.0
2022-06-13 00:00:00,019,CA161616,1.0
2022-06-20 00:00:00,011,CA161616,1.0
2022-06-20 00:00:00,025,CA161616,4.0
2022-06-20 00:00:00,025,CA161616,1.0
2022-06-27 00:00:00,015,CA161616,1.0
2022-06-27 00:00:00,011,CA161616,1.0
2022-06-27 00:00:00,025,CA161616,2.0
2022-07-04 00:00:00,011,CA161616,2.0
2022-07-04 00:00:00,007,CA161616,1.0
2022-07-11 00:00:00,ALM,CA161616,30.0
2022-07-25 00:00:00,011,CA161616,2.0
2022-08-01 00:00:00,026,CA161616,2.0
2022-08-08 00:00:00,010,CA161616,1.0
2022-08-08 00:00:00,032,CA161616,2.0
2022-08-08 00:00:00,011,CA161616,1.0
2022-08-15 00:00:00,023,CA161616,1.0
2022-08-15 00:00:00,202,CA161616,1.0
2022-08-22 00:00:00,011,CA161616,1.0
2022-08-29 00:00:00,011,CA161616,2.0
2022-09-12 00:00:00,023,CA161616,1.0
2022-09-19 00:00:00,202,CA161616,1.0
2022-09-26 00:00:00,007,CA161616,1.0
2022-09-26 00:00:00,010,CA161616,1.0
2022-10-03 00:00:00,023,CA161616,2.0
2022-10-03 00:00:00,ALM,CA161616,8.0
2022-10-10 00:00:00,032,CA161616,1.0
2022-10-10 00:00:00,019,CA161616,1.0
2022-10-10 00:00:00,011,CA161616,1.0
2022-10-17 00:00:00,122,CA161616,3.0
2022-10-17 00:00:00,122,CA161616,2.0
2022-10-24 00:00:00,122,CA161616,4.0
2022-10-24 00:00:00,003,CA161616,1.0
2022-10-24 00:00:00,202,CA161616,21.0
2022-10-24 00:00:00,010,CA161616,4.0
2022-10-31 00:00:00,010,CA161616,1.0
2022-11-07 00:00:00,ALM,CA161616,25.0
2022-11-07 00:00:00,032,CA161616,2.0
2022-11-14 00:00:00,026,CA161616,3.0
2022-11-21 00:00:00,ALM,CA161616,10.0
2022-11-21 00:00:00,028,CA161616,2.0
2022-11-28 00:00:00,023,CA161616,1.0
2022-11-28 00:00:00,011,CA161616,1.0
2022-12-05 00:00:00,007,CA161616,2.0
2022-12-12 00:00:00,018,CA161616,1.0
2022-12-12 00:00:00,026,CA161616,1.0
2022-12-12 00:00:00,032,CA161616,4.0
2022-12-12 00:00:00,032,CA161616,6.0
2022-12-19 00:00:00,023,CA161616,1.0
2022-12-19 00:00:00,202,CA161616,6.0
2022-12-19 00:00:00,028,CA161616,1.0
2022-12-26 00:00:00,010,CA161616,3.0
2022-12-26 00:00:00,018,CA161616,1.0
2022-12-26 00:00:00,122,CA161616,1.0
2022-12-26 00:00:00,018,CA161616,1.0
2023-01-02 00:00:00,025,CA161616,3.0
2023-01-02 00:00:00,007,CA161616,2.0
2023-01-09 00:00:00,ALM,CA161616,8.0
2023-01-09 00:00:00,023,CA161616,1.0
2023-01-09 00:00:00,011,CA161616,1.0
2023-01-09 00:00:00,019,CA161616,1.0
2023-01-16 00:00:00,018,CA161616,2.0
2023-01-16 00:00:00,alm,CA161616,2.0
2023-01-16 00:00:00,011,CA161616,1.0
2023-01-16 00:00:00,023,CA161616,1.0
2023-01-23 00:00:00,011,CA161616,352.0
2023-01-23 00:00:00,ALM,CA161616,10.0
2023-01-30 00:00:00,007,CA161616,1.0
2023-01-30 00:00:00,030,CA161616,3.0
2023-01-30 00:00:00,030,CA161616,1.0
2023-01-30 00:00:00,019,CA161616,1.0
2023-02-06 00:00:00,007,CA161616,1.0
2023-02-06 00:00:00,ALM,CA161616,50.0
2023-02-06 00:00:00,003,CA161616,1.0
2023-02-13 00:00:00,202,CA161616,2.0
2023-02-13 00:00:00,010,CA161616,2.0
2023-02-13 00:00:00,032,CA161616,4.0
2023-02-20 00:00:00,032,CA161616,2.0
2023-02-20 00:00:00,ALM,CA161616,1.0
2023-02-20 00:00:00,023,CA161616,1.0
2023-02-27 00:00:00,010,CA161616,26.0
2023-02-27 00:00:00,202,CA161616,3.0
2023-03-13 00:00:00,032,CA161616,1.0
2023-03-13 00:00:00,ALM,CA161616,1.0
2023-03-13 00:00:00,007,CA161616,3.0
2023-03-13 00:00:00,019,CA161616,2.0
2023-03-20 00:00:00,032,CA161616,1.0
2023-03-20 00:00:00,202,CA161616,2.0
2023-03-20 00:00:00,010,CA161616,1.0
2023-03-27 00:00:00,ALM,CA161616,1.0
2023-04-03 00:00:00,007,CA161616,61.0
2023-04-03 00:00:00,023,CA161616,1.0
2023-04-03 00:00:00,202,CA161616,1.0
2023-04-10 00:00:00,023,CA161616,6.0
2023-04-17 00:00:00,019,CA161616,1.0
2023-04-17 00:00:00,032,CA161616,1.0
2023-04-24 00:00:00,ALM,CA161616,27.0
2023-05-01 00:00:00,032,CA161616,2.0
2023-05-01 00:00:00,023,CA161616,1.0
2023-05-01 00:00:00,007,CA161616,1.0
2023-05-01 00:00:00,ALM,CA161616,10.0
2023-05-08 00:00:00,019,CA161616,1.0
2023-05-08 00:00:00,ALM,CA161616,1.0
2023-05-08 00:00:00,010,CA161616,2.0
2023-05-15 00:00:00,023,CA161616,1.0
2023-05-15 00:00:00,023,CA161616,2.0
2023-05-15 00:00:00,023,CA161616,1.0
2023-05-15 00:00:00,023,CA161616,3.0
2023-05-22 00:00:00,026,CA161616,1.0
2023-05-22 00:00:00,007,CA161616,1.0
2023-05-29 00:00:00,023,CA161616,3.0
2023-06-05 00:00:00,032,CA161616,1.0
2023-06-05 00:00:00,ALM,CA161616,2.0
2023-06-12 00:00:00,023,CA161616,1.0
2023-06-12 00:00:00,ALM,CA161616,1.0
2023-06-12 00:00:00,ALM,CA161616,20.0
2023-06-19 00:00:00,023,CA161616,2.0
2023-06-19 00:00:00,ALM,CA161616,3.0
2023-06-26 00:00:00,ALM,CA161616,1.0
2023-06-26 00:00:00,030,CA161616,1.0
2023-07-03 00:00:00,018,CA161616,1.0
2023-07-10 00:00:00,011,CA161616,1.0
2023-07-17 00:00:00,018,CA161616,1.0
2023-07-17 00:00:00,011,CA161616,1.0
2023-07-24 00:00:00,011,CA161616,3.0
2023-07-24 00:00:00,010,CA161616,1.0
2023-07-24 00:00:00,018,CA161616,1.0
2023-07-31 00:00:00,011,CA161616,1.0
2023-07-31 00:00:00,ALM,CA161616,1.0
2023-07-31 00:00:00,011,CA161616,3.0
2023-08-07 00:00:00,202,CA161616,2.0
2023-08-14 00:00:00,ALM,CA161616,10.0
2023-08-21 00:00:00,010,CA161616,2.0
2023-08-21 00:00:00,ALM,CA161616,20.0
2023-08-28 00:00:00,023,CA161616,2.0
2023-09-11 00:00:00,019,CA161616,1.0
2023-09-18 00:00:00,003,CA161616,1.0
2023-09-18 00:00:00,032,CA161616,3.0
2023-09-25 00:00:00,202,CA161616,2.0
2023-10-09 00:00:00,032,CA161616,1.0
2023-10-16 00:00:00,023,CA161616,1.0
2023-10-23 00:00:00,011,CA161616,1.0
2023-10-23 00:00:00,032,CA161616,1.0
2023-10-30 00:00:00,018,CA161616,13.0
2023-11-06 00:00:00,ALM,CA161616,21.0
2023-11-13 00:00:00,ALM,CA161616,20.0
2023-11-13 00:00:00,018,CA161616,1.0
2023-11-20 00:00:00,026,CA161616,3.0
2023-11-20 00:00:00,026,CA161616,1.0
2023-11-20 00:00:00,ALM,CA161616,10.0
2023-11-20 00:00:00,ALM,CA161616,7.0
2023-11-20 00:00:00,028,CA161616,1.0
2023-11-27 00:00:00,028,CA161616,1.0
2023-11-27 00:00:00,023,CA161616,1.0
2023-11-27 00:00:00,023,CA161616,46.0
2023-11-27 00:00:00,010,CA161616,1.0
2023-11-27 00:00:00,122,CA161616,1.0
2023-12-04 00:00:00,018,CA161616,1.0
2023-12-11 00:00:00,032,CA161616,1.0
2023-12-11 00:00:00,028,CA161616,2.0
2023-12-11 00:00:00,032,CA161616,3.0
2023-12-18 00:00:00,032,CA161616,1.0
2023-12-18 00:00:00,ALM,CA161616,25.0
2023-12-18 00:00:00,019,CA161616,1.0
2023-12-18 00:00:00,028,CA161616,1.0
2023-12-25 00:00:00,023,CA161616,2.0
2023-12-25 00:00:00,007,CA161616,1.0
2023-12-25 00:00:00,018,CA161616,1.0
2024-01-01 00:00:00,ALM,CA161616,31.0
2024-01-08 00:00:00,ALM,CA161616,33.0
2024-01-08 00:00:00,007,CA161616,2.0
2024-01-15 00:00:00,018,CA161616,1.0
2024-01-15 00:00:00,032,CA161616,1.0
2024-01-15 00:00:00,ALM,CA161616,1.0
2024-01-15 00:00:00,ALM,CA161616,1.0
2024-01-22 00:00:00,ALM,CA161616,3.0
2024-01-22 00:00:00,023,CA161616,2.0
2024-01-22 00:00:00,026,CA161616,2.0
2024-01-22 00:00:00,018,CA161616,3.0
2024-01-29 00:00:00,025,CA161616,2.0
2024-01-29 00:00:00,007,CA161616,2.0
2024-01-29 00:00:00,202,CA161616,3.0
2024-02-05 00:00:00,018,CA161616,21.0
2024-02-05 00:00:00,032,CA161616,4.0
2024-02-05 00:00:00,018,CA161616,2.0
2024-02-05 00:00:00,018,CA161616,1.0
2024-02-05 00:00:00,202,CA161616,1.0
2024-02-05 00:00:00,202,CA161616,1.0
2024-02-12 00:00:00,019,CA161616,3.0
2024-02-12 00:00:00,007,CA161616,7.0
2024-02-19 00:00:00,ALM,CA161616,2.0
2024-02-19 00:00:00,032,CA161616,2.0
2024-02-19 00:00:00,ALM,CA161616,1.0
2024-02-19 00:00:00,007,CA161616,1.0
2024-02-19 00:00:00,202,CA161616,1.0
2024-02-26 00:00:00,122,CA161616,1.0
2024-02-26 00:00:00,028,CA161616,52.0
2024-02-26 00:00:00,026,CA161616,2.0
2024-02-26 00:00:00,018,CA161616,3.0
2024-03-04 00:00:00,032,CA161616,1.0
2024-03-04 00:00:00,ALM,CA161616,301.0
2024-03-04 00:00:00,007,CA161616,11.0
2024-03-04 00:00:00,032,CA161616,1.0
2024-03-04 00:00:00,ALM,CA161616,10.0
2024-03-04 00:00:00,007,CA161616,1.0
2024-03-11 00:00:00,015,CA161616,1.0
2024-03-11 00:00:00,007,CA161616,1.0
2024-03-18 00:00:00,023,CA161616,1.0
2024-03-18 00:00:00,ALM,CA161616,25.0
2024-03-18 00:00:00,011,CA161616,1.0
2024-03-18 00:00:00,ALM,CA161616,1.0
2024-03-18 00:00:00,ALM,CA161616,10.0
2024-03-25 00:00:00,007,CA161616,1.0
2024-04-01 00:00:00,032,CA161616,2.0
2024-04-08 00:00:00,003,CA161616,1.0
2024-04-08 00:00:00,010,CA161616,2.0
2024-04-15 00:00:00,026,CA161616,2.0
2024-04-15 00:00:00,032,CA161616,1.0
2024-04-15 00:00:00,007,CA161616,1.0
2024-04-22 00:00:00,018,CA161616,2.0
2024-04-22 00:00:00,011,CA161616,1.0
2024-04-29 00:00:00,ALM,CA161616,1.0
2024-04-29 00:00:00,ALM,CA161616,1.0
2024-04-29 00:00:00,023,CA161616,4.0
2024-04-29 00:00:00,023,CA161616,1.0
2024-05-06 00:00:00,ALM,CA161616,21.0
2024-05-06 00:00:00,018,CA161616,1.0
2024-05-06 00:00:00,ALM,CA161616,10.0
2024-05-13 00:00:00,010,CA161616,1.0
2024-05-13 00:00:00,019,CA161616,3.0
2024-05-13 00:00:00,202,CA161616,1.0
2024-05-20 00:00:00,023,CA161616,2.0
2024-05-20 00:00:00,032,CA161616,1.0
2024-05-20 00:00:00,ALM,CA161616,3.0
2024-05-20 00:00:00,010,CA161616,3.0
2024-05-27 00:00:00,015,CA161616,1.0
2024-05-27 00:00:00,ALM,CA161616,1.0
2024-05-27 00:00:00,003,CA161616,1.0
2024-05-27 00:00:00,023,CA161616,1.0
2024-06-03 00:00:00,ALM,CA161616,1.0
2024-06-03 00:00:00,023,CA161616,1.0
2024-06-03 00:00:00,018,CA161616,3.0
2024-06-10 00:00:00,026,CA161616,1.0
2024-06-10 00:00:00,019,CA161616,2.0
2024-06-10 00:00:00,018,CA161616,1.0
2024-06-17 00:00:00,023,CA161616,3.0
2024-06-24 00:00:00,032,CA161616,2.0
2023-07-03 00:00:00,028,CA161617,1.0
2024-02-12 00:00:00,ALM,CA161617,1.0
2024-04-08 00:00:00,ALM,CA161618,1.0
2022-05-09 00:00:00,ALM,CA161619,1.0
2022-05-09 00:00:00,202,CA161619,1.0
2022-05-23 00:00:00,ALM,CA161619,1.0
2022-06-27 00:00:00,023,CA161619,1.0
2024-05-20 00:00:00,ALM,CA161619,1.0
2024-05-27 00:00:00,ALM,CA161619,1.0
2022-01-03 00:00:00,015,CA161621,6.0
2022-01-03 00:00:00,032,CA161621,3.0
2022-01-03 00:00:00,015,CA161621,6.0
2022-01-03 00:00:00,122,CA161621,2.0
2022-01-10 00:00:00,011,CA161621,16.0
2022-01-10 00:00:00,025,CA161621,2.0
2022-01-10 00:00:00,025,CA161621,6.0
2022-01-10 00:00:00,122,CA161621,4.0
2022-01-10 00:00:00,011,CA161621,2.0
2022-01-17 00:00:00,011,CA161621,2.0
2022-01-17 00:00:00,ALM,CA161621,104.0
2022-01-17 00:00:00,202,CA161621,3.0
2022-01-17 00:00:00,011,CA161621,9.0
2022-01-17 00:00:00,025,CA161621,1.0
2022-01-24 00:00:00,011,CA161621,2.0
2022-01-24 00:00:00,011,CA161621,4.0
2022-01-24 00:00:00,202,CA161621,4.0
2022-01-24 00:00:00,032,CA161621,2.0
2022-01-24 00:00:00,011,CA161621,2.0
2022-01-31 00:00:00,018,CA161621,17.0
2022-01-31 00:00:00,025,CA161621,3.0
2022-01-31 00:00:00,025,CA161621,1.0
2022-02-07 00:00:00,025,CA161621,4.0
2022-02-07 00:00:00,011,CA161621,1.0
2022-02-07 00:00:00,019,CA161621,16.0
2022-02-07 00:00:00,019,CA161621,3.0
2022-02-14 00:00:00,025,CA161621,3.0
2022-02-14 00:00:00,011,CA161621,3.0
2022-02-14 00:00:00,025,CA161621,2.0
2022-02-14 00:00:00,025,CA161621,5.0
2022-02-14 00:00:00,025,CA161621,7.0
2022-02-21 00:00:00,015,CA161621,7.0
2022-02-21 00:00:00,025,CA161621,10.0
2022-02-21 00:00:00,019,CA161621,1.0
2022-02-21 00:00:00,003,CA161621,2.0
2022-02-21 00:00:00,025,CA161621,3.0
2022-02-28 00:00:00,032,CA161621,5.0
2022-02-28 00:00:00,202,CA161621,17.0
2022-02-28 00:00:00,032,CA161621,6.0
2022-02-28 00:00:00,025,CA161621,9.0
2022-02-28 00:00:00,202,CA161621,3.0
2022-03-07 00:00:00,019,CA161621,2.0
2022-03-07 00:00:00,003,CA161621,5.0
2022-03-07 00:00:00,018,CA161621,5.0
2022-03-07 00:00:00,011,CA161621,3.0
2022-03-07 00:00:00,015,CA161621,2.0
2022-03-14 00:00:00,025,CA161621,6.0
2022-03-14 00:00:00,ALM,CA161621,20.0
2022-03-14 00:00:00,202,CA161621,1.0
2022-03-21 00:00:00,015,CA161621,4.0
2022-03-21 00:00:00,015,CA161621,2.0
2022-03-21 00:00:00,015,CA161621,2.0
2022-03-21 00:00:00,007,CA161621,4.0
2022-03-21 00:00:00,032,CA161621,3.0
2022-03-28 00:00:00,011,CA161621,2.0
2022-03-28 00:00:00,025,CA161621,5.0
2022-03-28 00:00:00,015,CA161621,1.0
2022-03-28 00:00:00,202,CA161621,4.0
2022-03-28 00:00:00,032,CA161621,5.0
2022-04-04 00:00:00,025,CA161621,7.0
2022-04-04 00:00:00,015,CA161621,6.0
2022-04-04 00:00:00,025,CA161621,2.0
2022-04-04 00:00:00,ALM,CA161621,20.0
2022-04-11 00:00:00,007,CA161621,1.0
2022-04-11 00:00:00,032,CA161621,1.0
2022-04-11 00:00:00,011,CA161621,3.0
2022-04-11 00:00:00,ALM,CA161621,2.0
2022-04-18 00:00:00,007,CA161621,4.0
2022-04-18 00:00:00,003,CA161621,3.0
2022-04-18 00:00:00,018,CA161621,5.0
2022-04-18 00:00:00,032,CA161621,9.0
2022-04-25 00:00:00,023,CA161621,2.0
2022-04-25 00:00:00,011,CA161621,4.0
2022-04-25 00:00:00,025,CA161621,7.0
2022-05-02 00:00:00,007,CA161621,2.0
2022-05-02 00:00:00,025,CA161621,4.0
2022-05-02 00:00:00,032,CA161621,1.0
2022-05-02 00:00:00,007,CA161621,2.0
2022-05-02 00:00:00,ALM,CA161621,80.0
2022-05-09 00:00:00,011,CA161621,1.0
2022-05-09 00:00:00,011,CA161621,4.0
2022-05-09 00:00:00,019,CA161621,6.0
2022-05-09 00:00:00,202,CA161621,2.0
2022-05-16 00:00:00,019,CA161621,2.0
2022-05-16 00:00:00,202,CA161621,11.0
2022-05-16 00:00:00,ALM,CA161621,13.0
2022-05-16 00:00:00,011,CA161621,1.0
2022-05-23 00:00:00,007,CA161621,2.0
2022-05-23 00:00:00,011,CA161621,8.0
2022-05-23 00:00:00,025,CA161621,2.0
2022-05-23 00:00:00,ALM,CA161621,102.0
2022-05-23 00:00:00,025,CA161621,5.0
2022-05-23 00:00:00,025,CA161621,2.0
2022-05-30 00:00:00,025,CA161621,6.0
2022-05-30 00:00:00,025,CA161621,9.0
2022-05-30 00:00:00,003,CA161621,2.0
2022-06-06 00:00:00,025,CA161621,2.0
2022-06-06 00:00:00,015,CA161621,1.0
2022-06-06 00:00:00,011,CA161621,2.0
2022-06-06 00:00:00,025,CA161621,3.0
2022-06-13 00:00:00,011,CA161621,1.0
2022-06-13 00:00:00,011,CA161621,1.0
2022-06-13 00:00:00,011,CA161621,3.0
2022-06-13 00:00:00,025,CA161621,4.0
2022-06-20 00:00:00,011,CA161621,5.0
2022-06-20 00:00:00,028,CA161621,1.0
2022-06-20 00:00:00,025,CA161621,77.0
2022-06-20 00:00:00,011,CA161621,1.0
2022-06-20 00:00:00,011,CA161621,1.0
2022-06-27 00:00:00,011,CA161621,1.0
2022-06-27 00:00:00,011,CA161621,3.0
2022-06-27 00:00:00,011,CA161621,1.0
2022-06-27 00:00:00,025,CA161621,2.0
2022-07-04 00:00:00,032,CA161621,2.0
2022-07-04 00:00:00,011,CA161621,2.0
2022-07-04 00:00:00,007,CA161621,31.0
2022-07-04 00:00:00,025,CA161621,3.0
2022-07-11 00:00:00,032,CA161621,3.0
2022-07-11 00:00:00,025,CA161621,8.0
2022-07-11 00:00:00,015,CA161621,2.0
2022-07-11 00:00:00,032,CA161621,7.0
2022-07-18 00:00:00,025,CA161621,1.0
2022-07-18 00:00:00,011,CA161621,2.0
2022-07-18 00:00:00,025,CA161621,1.0
2022-07-18 00:00:00,032,CA161621,3.0
2022-07-25 00:00:00,011,CA161621,2.0
2022-07-25 00:00:00,019,CA161621,7.0
2022-07-25 00:00:00,015,CA161621,3.0
2022-07-25 00:00:00,202,CA161621,6.0
2022-07-25 00:00:00,202,CA161621,1.0
2022-08-01 00:00:00,011,CA161621,1.0
2022-08-01 00:00:00,ALM,CA161621,32.0
2022-08-01 00:00:00,007,CA161621,4.0
2022-08-01 00:00:00,202,CA161621,2.0
2022-08-01 00:00:00,202,CA161621,2.0
2022-08-08 00:00:00,015,CA161621,5.0
2022-08-08 00:00:00,025,CA161621,3.0
2022-08-08 00:00:00,011,CA161621,2.0
2022-08-08 00:00:00,011,CA161621,7.0
2022-08-15 00:00:00,007,CA161621,4.0
2022-08-15 00:00:00,202,CA161621,1.0
2022-08-15 00:00:00,007,CA161621,3.0
2022-08-22 00:00:00,007,CA161621,2.0
2022-08-22 00:00:00,025,CA161621,2.0
2022-08-22 00:00:00,025,CA161621,1.0
2022-08-29 00:00:00,011,CA161621,4.0
2022-08-29 00:00:00,025,CA161621,8.0
2022-08-29 00:00:00,011,CA161621,2.0
2022-08-29 00:00:00,025,CA161621,1.0
2022-09-12 00:00:00,025,CA161621,1.0
2022-09-12 00:00:00,019,CA161621,2.0
2022-09-12 00:00:00,025,CA161621,9.0
2022-09-19 00:00:00,025,CA161621,6.0
2022-09-19 00:00:00,025,CA161621,4.0
2022-09-19 00:00:00,202,CA161621,2.0
2022-09-26 00:00:00,025,CA161621,7.0
2022-09-26 00:00:00,015,CA161621,3.0
2022-09-26 00:00:00,011,CA161621,4.0
2022-09-26 00:00:00,025,CA161621,3.0
2022-10-03 00:00:00,032,CA161621,2.0
2022-10-03 00:00:00,011,CA161621,14.0
2022-10-03 00:00:00,011,CA161621,2.0
2022-10-10 00:00:00,025,CA161621,39.0
2022-10-10 00:00:00,019,CA161621,12.0
2022-10-10 00:00:00,011,CA161621,2.0
2022-10-17 00:00:00,202,CA161621,53.0
2022-10-17 00:00:00,011,CA161621,2.0
2022-10-17 00:00:00,011,CA161621,2.0
2022-10-17 00:00:00,011,CA161621,1.0
2022-10-17 00:00:00,011,CA161621,2.0
2022-10-24 00:00:00,003,CA161621,4.0
2022-10-24 00:00:00,028,CA161621,3.0
2022-10-24 00:00:00,122,CA161621,8.0
2022-10-24 00:00:00,011,CA161621,2.0
2022-10-24 00:00:00,202,CA161621,3.0
2022-10-31 00:00:00,202,CA161621,2.0
2022-10-31 00:00:00,025,CA161621,2.0
2022-10-31 00:00:00,011,CA161621,1.0
2022-11-07 00:00:00,ALM,CA161621,30.0
2022-11-07 00:00:00,025,CA161621,1.0
2022-11-07 00:00:00,032,CA161621,5.0
2022-11-14 00:00:00,003,CA161621,2.0
2022-11-14 00:00:00,019,CA161621,1.0
2022-11-21 00:00:00,ALM,CA161621,156.0
2022-11-21 00:00:00,alm,CA161621,51.0
2022-11-21 00:00:00,011,CA161621,5.0
2022-11-28 00:00:00,015,CA161621,1.0
2022-11-28 00:00:00,011,CA161621,4.0
2022-11-28 00:00:00,ALM,CA161621,50.0
2022-12-05 00:00:00,032,CA161621,1.0
2022-12-05 00:00:00,011,CA161621,1.0
2022-12-12 00:00:00,ALM,CA161621,20.0
2022-12-12 00:00:00,011,CA161621,1.0
2022-12-12 00:00:00,032,CA161621,1.0
2022-12-12 00:00:00,032,CA161621,7.0
2022-12-19 00:00:00,025,CA161621,1.0
2022-12-19 00:00:00,019,CA161621,5.0
2022-12-19 00:00:00,025,CA161621,1.0
2022-12-26 00:00:00,019,CA161621,4.0
2022-12-26 00:00:00,202,CA161621,7.0
2022-12-26 00:00:00,025,CA161621,1.0
2023-01-02 00:00:00,025,CA161621,4.0
2023-01-02 00:00:00,ALM,CA161621,100.0
2023-01-02 00:00:00,025,CA161621,4.0
2023-01-09 00:00:00,ALM,CA161621,30.0
2023-01-09 00:00:00,023,CA161621,1.0
2023-01-09 00:00:00,015,CA161621,8.0
2023-01-09 00:00:00,011,CA161621,1.0
2023-01-09 00:00:00,019,CA161621,7.0
2023-01-16 00:00:00,011,CA161621,7.0
2023-01-16 00:00:00,011,CA161621,5.0
2023-01-16 00:00:00,025,CA161621,8.0
2023-01-16 00:00:00,011,CA161621,7.0
2023-01-23 00:00:00,011,CA161621,2.0
2023-01-23 00:00:00,011,CA161621,3.0
2023-01-23 00:00:00,011,CA161621,45.0
2023-01-23 00:00:00,025,CA161621,6.0
2023-01-30 00:00:00,007,CA161621,6.0
2023-01-30 00:00:00,030,CA161621,8.0
2023-01-30 00:00:00,025,CA161621,47.0
2023-01-30 00:00:00,019,CA161621,6.0
2023-01-30 00:00:00,202,CA161621,4.0
2023-02-06 00:00:00,015,CA161621,1.0
2023-02-06 00:00:00,019,CA161621,4.0
2023-02-06 00:00:00,015,CA161621,7.0
2023-02-06 00:00:00,019,CA161621,3.0
2023-02-06 00:00:00,015,CA161621,3.0
2023-02-06 00:00:00,025,CA161621,1.0
2023-02-13 00:00:00,030,CA161621,22.0
2023-02-13 00:00:00,032,CA161621,14.0
2023-02-13 00:00:00,alm,CA161621,2.0
2023-02-13 00:00:00,019,CA161621,106.0
2023-02-13 00:00:00,032,CA161621,6.0
2023-02-20 00:00:00,019,CA161621,8.0
